t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,target
29,33,23,32,29,20,32,20,32,20,32,23,20,32,20,33,20,33,20,33,19,20,33,20,33,29,26,33,32,20,33,9,2,32,8,2,13,33,28,2,28,33,29,23,32,2,13,1,3,2,20
5,6,4,6,0,1,3,1,17,23,33,23,25,23,25,23,32,23,25,23,32,20,23,27,23,27,23,27,23,27,23,29,26,29,26,29,23,25,23,33,13,1,0,31,0,4,0,2,27,24,23
20,32,31,28,33,28,31,25,23,25,31,25,31,24,27,33,23,33,14,8,30,8,32,8,0,8,32,8,33,26,8,2,8,32,30,8,0,3,12,0,2,32,33,15,33,30,8,30,32,8,8
4,0,12,3,1,7,2,1,30,32,22,33,31,25,24,31,32,18,32,23,33,27,23,25,31,2,3,2,9,2,27,24,2,1,2,1,2,32,2,1,2,9,2,32,2,32,2,32,31,25,2
21,0,10,0,7,3,1,19,1,7,3,2,3,13,3,0,3,2,3,12,3,2,3,13,3,7,3,0,1,3,7,0,19,33,31,33,9,2,13,0,7,2,3,0,17,1,30,32,18,33,3
2,32,14,32,22,33,23,27,23,25,23,29,32,22,33,13,28,33,28,31,28,31,28,33,28,2,28,31,28,31,28,31,33,28,33,28,33,8,33,8,30,33,13,1,3,13,0,3,0,8,28
9,33,28,2,9,2,8,32,22,33,9,2,13,1,16,5,16,6,16,5,16,6,16,6,16,5,16,5,16,6,16,6,16,6,16,5,6,4,0,31,32,29,23,29,26,29,33,13,0,8,16
10,4,6,5,10,0,11,0,11,0,8,30,1,0,1,3,7,1,0,10,14,32,14,32,14,33,14,33,14,32,14,32,14,32,14,33,14,32,14,32,8,30,8,2,28,2,3,0,19,1,14
5,6,12,0,12,0,12,0,12,3,12,0,12,0,12,0,12,3,12,0,12,0,12,3,13,0,17,1,21,1,13,0,10,4,0,31,25,24,27,2,28,2,27,23,33,19,33,8,2,13,12
13,1,13,3,2,1,13,33,9,2,7,1,3,13,33,8,0,4,6,4,6,5,16,5,6,0,8,6,0,6,4,6,4,6,4,6,16,6,16,6,6,4,6,0,17,1,0,7,3,2,6
10,4,10,0,31,33,26,29,26,33,26,33,18,26,29,26,29,32,33,26,33,26,29,26,29,26,33,26,29,23,27,2,7,0,4,6,5,0,11,0,1,7,0,8,30,1,3,1,2,7,26
10,0,31,32,2,1,13,0,3,2,1,13,0,4,6,5,6,16,6,16,5,6,0,29,26,29,33,29,32,29,23,29,23,29,32,29,23,29,23,29,23,29,23,27,23,27,2,13,2,27,29
11,0,21,0,13,3,13,2,9,33,26,29,23,25,23,29,33,11,0,11,0,11,0,31,33,11,0,11,0,11,0,11,0,3,7,11,0,21,1,13,2,27,33,15,32,20,33,15,33,20,11
17,1,0,4,6,16,6,16,5,10,5,10,4,10,5,0,7,1,3,7,0,7,1,7,0,7,2,7,2,7,2,7,3,7,2,7,3,2,9,33,14,32,30,32,33,9,2,13,1,21,7
6,5,6,16,6,4,6,5,6,4,6,4,0,10,25,31,25,31,25,24,25,31,25,25,23,25,23,25,31,33,25,23,25,23,29,32,15,32,23,29,23,25,24,27,23,25,24,25,23,33,25
15,33,27,24,27,23,33,9,33,30,33,13,2,13,3,13,1,13,0,13,2,13,33,13,2,13,2,13,3,13,1,19,33,27,23,27,2,8,2,13,1,0,4,0,12,3,2,3,7,3,13
15,32,30,1,19,33,19,1,7,0,5,0,17,0,13,0,6,4,32,14,32,20,32,20,32,33,32,2,32,31,32,14,32,8,32,22,32,31,32,23,32,33,23,27,23,27,24,31,0,1,32
0,2,3,13,0,5,6,5,10,4,0,5,16,6,4,0,19,1,0,13,0,21,0,31,24,31,24,13,0,13,0,8,13,33,13,0,19,13,0,13,2,13,33,13,2,13,3,0,11,0,13
3,13,33,30,32,14,33,15,32,18,32,29,32,31,28,2,28,31,24,25,26,33,26,33,26,29,26,33,26,29,26,33,26,33,26,33,26,33,26,29,23,32,8,33,23,32,2,8,2,28,26
3,1,0,31,32,14,33,27,2,13,32,8,32,18,32,31,32,30,32,31,32,8,32,29,32,23,32,8,32,14,32,29,26,29,33,20,33,19,1,30,8,0,3,12,0,13,3,2,9,2,32
0,4,0,5,0,10,0,11,0,8,11,0,11,0,11,0,11,0,11,0,11,0,6,11,0,11,0,7,3,0,12,0,31,33,20,32,30,8,32,30,32,18,32,15,33,20,32,18,33,13,11
30,8,32,20,32,15,33,20,32,2,27,2,9,33,23,29,8,30,8,33,8,32,8,32,8,33,8,33,8,0,8,0,8,0,8,33,28,33,22,33,14,33,30,8,33,32,30,8,2,28,8
20,33,8,0,5,6,0,8,2,7,0,13,3,12,3,12,3,13,0,8,30,8,30,32,8,33,8,32,8,33,8,30,8,0,8,33,8,30,8,32,31,32,2,32,15,33,8,2,0,1,8
3,2,8,0,12,3,7,0,2,7,2,28,33,13,0,12,3,7,3,2,13,2,32,2,9,2,3,2,13,2,7,2,32,33,2,0,2,13,2,13,2,9,2,9,33,31,28,31,28,33,2
18,33,28,2,9,33,30,8,30,33,29,26,29,23,29,26,33,29,33,19,33,30,1,19,33,26,29,28,2,28,31,28,31,28,31,28,2,28,2,28,33,28,31,28,33,28,2,28,31,33,28
10,5,0,31,33,14,33,27,33,29,32,2,27,33,30,33,29,32,8,30,16,6,16,6,16,5,16,6,16,6,16,6,16,5,16,16,5,16,5,16,5,6,5,0,5,10,4,6,0,10,16
3,13,1,30,8,30,27,24,27,24,27,23,27,23,27,33,27,23,27,23,27,24,27,33,15,27,24,31,33,15,33,31,0,3,13,1,7,3,0,5,0,4,0,12,3,12,0,11,0,3,27
23,27,24,31,0,6,0,4,12,0,12,0,12,3,12,0,12,0,12,3,12,0,12,3,12,3,12,0,12,0,8,0,3,13,3,2,27,23,33,8,33,23,25,24,31,0,10,0,2,1,12
27,2,9,33,28,31,24,25,23,27,23,33,27,7,1,7,0,7,2,7,7,0,7,2,7,2,7,3,7,3,7,1,7,3,0,17,1,13,1,13,2,0,19,0,17,1,17,1,0,3,7
4,0,2,3,7,0,8,33,30,1,19,0,13,1,21,0,12,5,6,5,16,5,6,4,5,6,5,10,5,16,5,0,5,0,5,6,5,16,6,0,4,0,1,21,0,13,2,13,3,13,5
2,0,1,0,6,16,5,10,5,0,13,2,9,2,28,33,18,32,29,23,25,24,25,24,3,1,3,13,3,13,3,13,3,7,0,3,12,0,3,12,3,0,7,3,0,1,0,8,2,0,3
11,0,12,3,13,3,12,3,2,3,7,3,2,31,0,31,0,31,25,31,32,14,31,24,31,24,31,32,31,28,31,28,31,28,2,28,33,32,15,32,15,32,2,3,13,0,4,6,5,6,31
31,0,31,0,13,33,23,27,33,30,8,0,8,33,8,0,8,33,8,30,8,30,8,2,8,0,8,0,8,30,32,14,32,20,32,14,32,31,28,2,28,31,33,28,2,28,2,1,0,21,8
13,33,7,0,7,3,7,1,7,2,7,1,7,3,7,3,7,2,7,3,1,7,0,6,0,21,0,7,1,30,8,30,32,22,32,14,32,20,33,20,32,23,32,30,8,33,15,33,9,33,7
8,32,22,3,0,3,7,3,13,3,12,3,2,3,13,3,0,3,12,3,0,3,0,1,3,12,0,19,33,30,1,13,33,14,32,31,24,27,2,8,0,4,10,0,6,4,10,4,6,0,3
15,33,13,0,31,25,31,25,31,25,24,27,33,13,33,9,2,32,15,33,22,33,27,2,7,3,1,17,0,29,26,29,33,29,26,29,23,29,33,30,29,32,29,32,29,23,29,26,29,33,29
28,33,27,33,8,33,13,2,7,3,7,0,13,0,12,0,31,0,7,21,0,21,1,21,1,21,1,21,1,17,21,0,21,0,21,0,21,1,21,0,31,28,33,19,0,4,6,16,6,16,21
3,1,18,32,18,32,18,33,18,33,18,33,18,32,18,33,18,33,18,32,18,33,20,33,29,26,33,18,33,32,18,33,15,32,30,33,30,1,3,0,13,3,2,1,3,1,0,19,0,19,18
10,5,10,4,0,11,0,31,33,15,33,23,32,15,32,8,2,0,4,0,7,1,21,0,17,1,2,8,32,19,1,19,0,19,33,19,0,13,19,0,19,1,30,19,1,19,1,19,0,2,19
20,33,23,32,30,33,19,1,3,12,0,7,1,13,3,13,3,1,30,20,32,20,33,20,33,20,33,20,33,20,33,20,33,20,32,20,33,20,32,18,33,30,32,8,32,14,33,28,33,32,20
18,32,29,23,25,31,24,25,23,25,31,28,31,28,2,0,31,25,31,0,2,27,23,29,26,33,20,32,33,16,5,16,6,16,5,16,6,16,6,16,5,16,6,16,6,4,16,5,10,0,16
21,0,11,30,8,30,32,30,1,30,1,30,32,30,32,30,32,30,8,30,33,30,33,9,2,27,33,8,0,13,3,0,19,33,23,27,33,26,33,30,33,30,33,27,24,27,2,3,7,0,30
8,33,29,33,19,1,7,2,1,17,1,17,0,8,30,32,29,32,2,3,2,0,6,5,17,0,17,0,17,1,17,0,17,1,17,0,17,0,13,17,1,17,0,17,1,30,8,32,30,32,17
26,29,23,27,2,8,0,2,8,2,9,2,13,2,8,2,7,2,0,2,13,2,28,2,1,2,9,2,1,2,1,7,3,13,2,3,1,30,33,30,1,19,1,3,0,10,5,0,4,10,2
8,33,29,23,27,23,25,31,32,29,33,23,32,33,13,2,27,23,27,24,31,26,33,26,33,26,33,26,33,26,29,23,26,33,26,33,26,33,23,26,33,19,0,31,32,2,7,2,0,10,26
20,33,15,33,28,31,32,20,32,31,33,32,20,33,8,30,1,17,0,7,14,32,14,33,14,33,14,33,14,33,14,32,14,32,14,33,14,32,14,33,15,32,22,33,23,32,18,32,15,33,14
15,33,18,32,31,28,33,27,33,18,33,18,33,14,32,14,32,14,32,2,28,31,25,31,28,31,25,23,25,23,33,23,29,23,32,23,32,8,2,23,25,23,25,23,33,23,33,30,33,18,23
7,2,13,33,18,33,10,5,10,4,10,0,10,0,10,0,10,0,10,5,10,5,10,5,10,4,10,0,21,0,10,5,16,6,16,5,0,17,1,13,3,2,27,24,31,25,31,32,31,28,10
3,0,11,0,11,0,5,0,7,2,1,17,0,2,0,33,13,33,23,33,8,0,33,30,33,8,33,13,33,8,33,30,33,14,33,20,32,33,18,33,15,32,15,32,22,32,2,1,0,4,33
1,7,0,31,28,31,25,31,24,31,24,31,24,27,23,24,25,24,27,24,27,24,25,24,25,24,31,28,2,27,2,32,8,30,33,9,2,13,33,20,33,14,33,13,3,13,0,12,3,12,24
23,27,23,33,14,33,18,33,18,33,20,32,23,29,21,0,21,0,21,1,21,0,21,1,21,0,21,0,21,0,21,1,21,1,17,1,19,0,2,9,2,9,33,14,33,22,33,32,2,1,21
24,27,23,33,14,33,27,2,13,1,3,7,1,30,32,18,32,29,32,8,0,31,28,2,25,23,25,24,25,24,25,31,25,24,25,31,25,31,25,23,25,23,25,31,24,31,0,5,6,0,25
16,6,4,10,4,6,16,5,0,6,5,6,4,0,13,3,1,2,3,2,3,7,3,0,3,1,3,0,3,7,3,0,3,2,3,0,1,0,21,0,13,0,1,30,32,33,27,2,0,17,3
25,31,0,2,1,2,3,7,3,0,10,0,21,1,7,1,7,2,3,12,3,13,1,2,32,2,1,19,1,13,10,5,10,5,10,4,10,0,10,4,10,0,5,10,5,0,6,10,5,10,10
3,0,17,1,7,2,13,0,19,33,30,1,13,2,13,2,27,13,2,13,1,13,3,13,3,13,3,13,33,13,1,13,1,3,2,9,2,7,2,0,10,5,6,16,5,10,5,16,6,16,13
21,1,19,1,7,3,2,32,31,0,10,0,4,0,3,12,25,24,25,31,25,31,25,23,25,23,25,23,25,23,25,23,25,24,25,23,29,26,33,8,30,33,32,29,32,29,32,20,32,2,25
10,5,10,5,10,4,0,3,1,21,1,3,2,7,3,13,2,1,13,1,17,0,6,5,6,5,6,16,5,24,25,24,25,24,25,24,25,23,24,25,24,27,24,25,24,27,24,25,24,31,24
23,33,29,32,22,33,27,23,25,24,31,8,30,8,0,8,0,8,30,8,33,8,32,8,33,8,2,8,33,8,0,21,0,3,13,0,13,1,19,1,21,1,2,28,31,28,2,1,2,9,8
33,8,32,30,1,17,1,21,1,21,1,7,2,8,0,11,0,1,19,1,7,27,33,27,2,27,24,27,24,27,23,27,33,27,2,27,24,27,24,27,2,7,2,1,19,1,19,0,4,10,27
14,32,15,33,28,31,25,31,28,33,22,32,33,32,14,32,15,32,23,29,33,31,24,27,33,26,33,31,33,1,19,1,0,1,3,1,2,1,13,1,3,1,17,1,17,1,17,1,30,8,1
6,5,2,7,2,13,2,7,2,28,2,27,2,9,2,28,2,2,7,2,28,2,27,23,27,2,28,2,28,2,7,3,13,33,19,33,26,29,23,25,23,29,23,29,32,14,32,14,33,29,2
13,2,8,33,13,1,7,1,0,7,0,3,13,3,7,2,0,11,28,31,28,31,28,31,28,33,28,33,28,33,28,31,28,31,28,2,28,2,3,12,0,12,0,13,3,2,13,3,12,0,28
8,32,8,0,3,2,27,24,25,23,33,8,30,1,21,0,21,0,3,13,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,10,4,10,5,0,3,7,0,8,0,11
8,33,14,33,31,33,32,14,33,19,1,3,2,1,19,33,31,33,29,28,31,28,33,14,28,2,28,31,28,33,28,33,15,28,2,28,2,28,33,15,33,32,30,1,3,7,2,32,20,33,28
14,33,32,27,23,27,23,29,27,33,27,24,27,23,27,33,27,33,27,24,27,23,27,2,3,1,0,13,33,8,30,1,3,12,0,13,2,8,32,33,20,33,18,33,30,8,30,33,20,33,27
12,3,2,27,24,25,24,31,24,27,24,25,24,25,24,25,24,31,28,33,15,32,20,33,20,33,20,33,22,20,33,20,32,20,33,20,33,20,32,20,33,20,32,2,13,33,13,2,7,3,20
19,0,1,30,33,32,23,32,26,33,30,26,33,26,29,26,29,26,29,26,33,26,33,26,33,26,29,26,33,31,24,27,33,20,33,32,20,33,29,26,33,8,32,31,25,24,27,24,25,23,26
4,0,11,0,2,28,33,13,3,0,10,4,0,31,32,15,32,23,25,23,29,33,32,15,32,8,32,22,31,33,31,25,23,25,31,0,31,33,31,33,31,25,31,28,31,33,31,0,6,16,31
2,9,33,28,33,31,0,31,32,2,9,7,1,7,1,7,0,7,1,7,1,7,3,7,3,7,3,7,2,32,7,1,17,0,5,10,4,10,0,13,2,1,19,0,17,0,6,0,6,5,7
7,1,19,33,27,2,1,7,2,0,7,3,13,2,1,0,17,1,17,1,17,1,13,1,7,2,1,7,1,30,1,3,1,17,1,30,1,13,33,15,32,20,33,13,2,7,2,7,1,0,1
16,6,0,4,12,0,8,12,0,12,0,12,0,12,0,12,0,12,3,12,0,12,0,12,3,2,0,1,2,0,4,0,11,0,31,24,31,28,33,26,33,29,23,25,31,25,31,33,9,2,12
26,33,27,33,29,27,2,27,24,27,23,27,2,27,23,27,33,27,24,27,23,29,26,29,26,29,23,29,33,14,32,14,33,20,33,9,33,18,33,30,8,32,33,30,8,0,8,30,8,0,27
22,32,20,33,23,33,26,33,13,1,25,24,25,31,33,25,23,25,24,25,23,25,24,25,24,31,25,23,25,24,31,24,27,23,27,23,32,15,32,15,33,14,32,29,23,27,23,25,31,32,25
30,32,30,32,19,1,19,0,19,0,19,1,19,33,19,1,19,33,23,19,1,17,19,33,26,29,26,33,19,1,2,32,14,33,13,0,8,2,28,33,14,33,28,33,26,33,19,33,19,0,19
24,25,23,32,30,1,21,1,0,1,0,8,0,10,5,10,25,23,25,23,25,31,25,24,25,23,25,23,25,24,25,23,25,23,25,24,27,24,27,23,32,29,33,22,33,30,33,18,33,23,25
15,32,31,9,2,9,33,9,33,9,2,9,33,9,2,9,33,9,2,9,2,9,2,27,2,9,2,7,3,12,3,7,1,2,3,0,21,1,17,1,13,33,30,33,15,32,22,32,30,32,9
2,1,21,1,13,33,18,33,13,3,13,23,32,23,29,23,33,23,27,23,33,23,25,23,32,23,33,23,27,23,32,29,33,30,8,0,7,2,0,5,0,2,0,17,0,11,0,17,0,21,23
23,25,31,25,23,29,32,29,23,29,33,29,26,29,26,33,29,33,29,26,29,29,32,29,32,29,23,27,33,27,2,13,2,8,30,33,30,32,8,32,29,32,2,1,7,1,17,0,2,8,29
4,0,2,3,7,3,13,2,0,13,1,30,32,2,9,2,13,0,4,10,4,0,10,13,33,13,1,17,13,1,13,1,13,1,13,33,13,1,13,1,13,1,13,3,0,19,1,0,8,32,13
25,31,32,20,32,2,13,33,31,33,20,33,9,2,8,2,8,0,18,32,18,33,18,32,18,33,18,33,18,32,18,33,18,33,18,33,18,33,8,0,12,3,12,0,11,0,31,25,24,31,18
28,31,24,27,24,27,33,22,33,22,32,30,22,33,22,32,22,32,22,33,22,32,22,32,22,32,22,32,15,33,29,26,33,30,8,33,8,32,2,27,2,27,2,7,2,9,33,28,2,7,22
14,33,27,23,33,14,32,23,27,24,25,24,31,32,18,33,22,33,8,5,0,5,16,5,16,5,16,5,6,5,0,5,16,5,10,5,0,5,10,4,6,0,31,32,14,32,30,33,22,32,5
16,5,27,24,27,33,32,27,2,27,24,27,2,27,24,27,2,27,24,27,27,23,33,29,32,33,14,32,30,33,29,23,27,23,27,33,14,32,2,8,2,9,33,9,33,19,33,27,33,22,27
23,33,28,33,31,24,31,0,11,0,17,0,2,7,3,2,8,32,15,33,29,33,18,32,30,33,5,6,5,0,5,10,5,5,0,5,16,5,0,5,6,5,6,5,0,5,6,0,2,9,5
12,0,21,0,4,6,0,21,0,21,0,21,0,6,21,0,21,0,21,0,21,0,21,0,21,0,21,1,13,2,7,2,9,2,8,30,32,23,32,29,26,33,20,33,19,33,29,33,15,32,21
28,31,0,19,1,17,1,7,0,31,28,2,28,33,15,32,30,32,23,6,16,6,0,6,16,6,16,6,5,16,6,5,6,16,6,4,10,6,0,17,1,21,0,19,33,28,33,14,32,8,6
16,5,10,0,19,0,10,0,5,6,5,16,5,0,2,28,33,8,30,33,31,25,23,33,8,7,0,7,2,7,3,1,7,0,7,2,7,1,7,3,7,3,0,7,1,21,0,19,33,22,7
8,0,8,9,33,9,33,9,33,9,33,9,2,9,33,9,2,9,33,9,2,9,33,32,33,27,2,9,33,32,31,24,25,24,31,28,2,0,11,0,21,0,4,10,5,10,4,0,1,0,9
27,23,32,8,2,9,33,31,33,23,25,24,12,3,12,3,12,3,12,0,12,3,12,0,2,12,0,12,0,8,12,0,5,0,7,0,5,0,21,1,13,3,0,6,0,11,0,4,6,16,12
0,21,0,13,3,13,3,12,3,0,2,32,23,25,31,24,27,33,9,2,3,13,3,13,0,23,25,23,29,23,29,23,27,23,25,23,27,23,27,23,32,23,27,23,29,23,25,31,32,8,23
20,32,30,33,23,32,33,19,1,30,8,33,8,30,33,8,0,17,1,13,16,5,10,16,6,16,5,16,5,16,5,16,6,16,6,16,6,16,5,16,6,5,0,21,0,2,13,2,0,31,16
18,32,29,23,32,18,33,28,33,32,23,32,15,32,18,32,30,32,15,33,32,29,32,22,32,2,32,14,32,29,23,29,33,20,33,8,33,8,33,32,30,8,30,33,28,31,0,2,9,2,32
7,1,30,33,13,33,26,33,9,33,31,33,32,18,32,18,32,18,32,18,33,18,33,18,32,18,33,18,33,18,32,18,32,23,32,30,8,32,23,33,14,33,19,33,19,1,19,0,7,2,18
0,4,0,6,16,12,3,12,3,12,0,12,0,12,0,21,12,3,0,12,0,12,0,12,0,21,1,30,8,32,31,0,31,33,19,1,19,1,19,0,8,32,22,33,18,32,18,32,8,32,12
9,2,32,14,32,2,7,0,15,33,15,33,15,32,15,33,15,32,15,33,15,33,15,33,15,33,15,33,8,30,1,3,12,3,12,3,0,3,0,12,0,12,3,13,3,0,3,13,2,8,15
0,17,0,4,0,19,1,13,1,17,0,10,0,2,27,2,9,2,30,8,30,32,30,33,30,32,30,33,30,1,30,1,30,32,30,8,32,30,1,19,1,21,1,21,0,2,9,2,0,1,30
8,30,33,22,32,18,32,30,32,20,33,19,33,8,33,26,29,32,33,10,0,10,5,10,4,10,5,10,0,10,0,10,5,10,0,10,4,10,5,0,7,2,1,0,17,1,17,1,21,0,10
32,18,33,22,33,9,2,7,1,19,33,23,8,0,8,2,8,2,13,8,30,1,8,0,13,8,33,8,2,27,8,0,4,10,5,0,31,33,27,23,29,26,29,26,33,29,32,2,7,2,8
20,32,18,33,13,0,17,0,10,4,10,3,13,3,12,3,7,3,1,3,2,3,12,3,1,3,13,3,2,3,12,0,17,0,21,1,3,1,17,1,7,1,17,1,2,13,3,12,0,19,3
13,33,31,24,25,31,0,11,0,11,0,19,1,19,33,30,1,0,6,0,21,1,21,1,7,0,31,25,24,10,0,10,0,10,4,10,5,10,4,10,5,6,10,4,10,5,10,4,10,4,10
13,3,0,19,1,13,2,8,33,20,32,33,23,27,24,27,24,25,23,32,8,30,32,29,33,30,1,32,18,32,22,32,18,33,20,32,14,32,15,32,2,32,2,32,33,32,31,24,27,23,32
30,8,32,30,1,2,32,29,26,29,23,27,2,0,4,6,16,5,12,3,1,12,3,12,0,12,3,12,3,12,0,12,3,12,0,12,3,12,0,4,0,7,2,28,2,1,2,1,30,1,12
13,1,2,8,2,29,26,29,32,29,23,29,23,29,33,29,26,29,29,26,29,32,29,32,29,23,29,32,31,25,23,29,23,33,23,32,22,32,14,32,29,23,33,14,33,8,0,6,5,10,29
4,6,5,0,11,0,3,13,33,26,33,14,32,22,32,2,9,33,31,28,2,1,21,0,2,13,0,19,33,30,8,32,8,0,5,8,33,8,30,8,30,8,33,19,8,2,8,2,8,30,8
22,32,30,33,19,33,30,1,3,13,2,9,2,0,13,3,2,28,33,27,2,13,2,32,23,33,19,33,16,6,16,6,16,5,16,6,16,6,16,5,16,5,16,5,16,6,16,6,0,12,16
4,0,6,0,8,30,33,15,32,23,29,23,29,26,29,26,29,26,33,19,1,0,24,31,24,27,24,24,31,24,31,24,25,24,27,33,24,25,24,25,24,31,28,33,31,33,30,32,18,33,24
2,27,33,31,25,31,28,2,28,33,9,20,32,20,33,20,32,20,33,20,33,20,33,20,33,20,33,20,32,20,32,2,32,20,33,19,0,19,33,23,32,2,7,3,13,33,8,2,3,13,20
28,2,27,24,25,23,32,33,30,32,8,0,10,4,10,0,3,2,32,20,32,8,33,8,31,24,31,0,31,24,31,32,31,33,31,28,31,33,31,28,33,31,32,31,32,14,33,14,32,23,31
18,33,14,33,13,0,17,0,11,0,11,0,31,25,24,27,2,13,32,20,32,18,32,33,32,20,32,29,32,31,32,22,32,23,32,29,32,20,32,23,25,24,25,31,33,20,33,14,32,22,32
6,4,6,4,0,11,0,12,0,17,1,13,3,0,8,33,8,30,33,15,32,27,23,27,33,27,2,27,33,31,27,2,9,27,24,27,2,27,23,27,23,25,24,27,33,32,20,32,22,33,27
14,33,27,23,32,31,24,25,24,25,31,28,31,25,23,32,8,2,8,33,8,0,8,33,8,32,33,8,30,8,30,8,2,0,8,33,29,23,25,24,31,25,23,29,26,29,23,29,32,22,8
14,32,15,33,8,30,14,33,14,32,14,33,14,32,14,33,14,33,14,32,14,33,14,33,14,33,29,26,33,15,32,31,24,25,24,25,23,33,29,23,27,2,7,0,17,0,6,4,6,16,14
24,27,2,32,23,25,23,32,20,33,18,32,31,0,16,5,16,5,16,6,16,6,16,6,16,6,16,6,16,6,16,5,16,5,10,5,16,6,4,6,16,6,16,6,4,0,8,32,2,28,16
6,0,2,0,11,0,0,5,0,21,0,17,0,1,0,8,0,7,0,11,0,6,0,11,0,31,0,6,0,10,4,0,10,0,17,1,17,0,8,32,31,32,2,3,7,3,13,2,7,3,0
27,33,8,33,6,16,6,5,6,16,6,0,6,5,6,4,6,16,6,4,6,0,6,16,5,10,5,0,1,19,33,19,0,5,0,17,1,0,7,3,7,3,7,1,19,33,23,25,23,27,6
4,10,5,6,4,10,0,31,33,13,0,10,13,1,13,0,13,1,13,1,13,33,13,3,1,3,13,0,13,3,0,3,0,19,1,0,7,1,13,2,32,14,32,20,33,31,0,4,10,4,13
31,25,23,27,24,25,31,0,7,1,7,3,2,7,0,21,0,3,6,5,6,16,6,16,6,0,6,5,6,4,0,6,4,6,5,6,4,6,5,16,6,0,3,0,1,17,1,21,1,21,6
17,0,19,1,30,32,18,33,26,29,33,32,18,32,15,32,30,8,0,19,33,29,33,15,33,33,32,18,33,8,33,22,33,8,33,14,33,8,33,15,33,13,33,33,9,33,15,32,2,32,33
26,33,26,33,29,26,33,18,7,1,7,3,7,0,7,2,7,3,7,1,7,3,7,2,7,3,7,2,8,0,5,10,0,8,2,13,33,31,25,24,25,31,33,20,32,31,25,23,25,23,7
31,25,24,27,2,18,33,18,33,18,32,18,32,18,33,18,32,18,32,18,33,28,18,33,18,33,29,33,22,33,9,33,23,32,18,32,20,32,29,26,33,19,0,12,3,2,0,5,0,7,18
4,6,4,6,16,5,6,4,6,5,6,5,6,0,11,0,10,5,16,5,16,6,4,6,16,6,4,31,32,31,32,33,31,24,31,33,31,0,31,0,31,24,31,28,31,24,31,25,31,28,31
31,24,31,33,27,33,32,15,32,30,32,23,25,31,33,9,33,19,0,8,30,33,18,33,20,33,27,23,19,0,19,0,19,33,19,33,19,33,19,33,19,0,19,1,19,33,15,19,1,13,19
26,33,23,27,24,31,24,25,23,32,15,32,29,32,31,0,19,1,19,1,19,1,19,0,19,33,19,1,19,1,17,19,0,19,1,19,1,3,1,17,1,13,2,8,0,12,3,2,8,0,19
15,33,22,32,23,27,24,31,28,2,1,21,1,30,32,29,23,33,9,33,29,33,29,33,15,32,33,9,2,13,21,1,21,0,21,1,21,0,3,21,0,13,21,1,21,0,6,21,1,21,21
12,0,13,33,24,31,24,31,24,25,24,25,23,24,27,23,32,8,24,25,24,31,24,27,2,13,1,30,32,2,8,2,1,21,1,0,17,0,10,5,16,5,0,31,24,25,24,25,23,29,24
25,31,32,0,11,0,11,0,31,0,21,0,21,0,7,0,0,5,0,13,0,13,0,3,0,11,0,12,0,31,33,29,32,23,25,31,32,30,33,29,23,29,33,29,26,33,8,32,8,0,0
33,9,2,1,30,1,2,8,8,33,8,33,31,8,0,8,32,8,0,8,0,8,33,8,0,8,0,8,33,13,33,20,33,9,33,27,2,3,1,13,1,13,3,7,0,2,1,13,2,28,8
6,16,5,6,4,6,0,6,4,10,4,10,0,6,4,10,0,2,1,3,0,21,1,21,1,21,0,8,0,21,0,10,21,0,21,0,21,1,21,0,21,1,7,2,9,2,13,3,1,3,21
25,31,24,27,2,13,33,29,26,33,30,32,30,33,8,2,13,0,7,2,1,21,23,25,23,33,23,33,23,32,23,25,23,33,23,33,23,27,23,33,23,33,8,30,1,17,1,13,33,31,23
4,6,5,16,6,16,6,4,10,4,10,5,10,5,0,3,2,9,2,13,0,13,33,26,18,32,18,33,18,33,18,33,18,33,18,32,18,33,18,33,18,33,18,32,14,33,18,32,14,33,18
18,32,8,30,8,32,2,3,13,33,28,31,28,2,1,13,1,7,1,3,1,2,1,19,1,21,1,19,1,13,1,21,1,21,1,19,1,19,33,18,32,8,2,28,2,3,2,28,33,18,1
3,12,0,11,0,11,0,4,0,17,1,17,0,8,2,0,6,4,10,4,10,5,6,16,6,5,16,11,0,11,0,7,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,13,2,11
23,29,26,19,0,4,19,0,19,33,19,0,19,1,19,1,19,0,19,0,19,1,19,0,17,1,17,1,21,1,13,3,13,0,21,0,2,27,2,9,33,23,32,8,2,0,11,0,12,0,19
16,6,5,0,5,0,19,0,10,0,10,0,5,6,16,5,16,6,4,0,7,2,9,33,29,32,30,32,30,1,30,32,30,32,30,33,20,30,33,30,33,30,8,30,33,30,8,33,32,29,30
20,33,8,30,32,22,32,2,0,2,7,1,2,13,33,13,1,2,1,21,0,3,29,32,29,33,29,23,29,26,29,33,29,23,29,33,29,33,29,23,29,33,29,33,8,32,20,33,19,33,29
